status_id,status_type,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,Column1,Column2,Column3,Column4,engagement_score,engagement_level,hour,dayofweek
3208,photo,2018-01-21 00:53:00,99,4,4,98,1,0,0,0,0,,,,,119,medium,0,6
3209,photo,2018-01-21 00:24:00,85,8,0,84,1,0,0,0,0,,,,,101,medium,0,6
3210,photo,2018-01-20 05:21:00,9,3,0,9,0,0,0,0,0,,,,,15,low,5,5
3211,video,2018-01-20 00:26:00,304,677,108,247,53,1,2,0,1,,,,,1982,high,0,5
3212,photo,2018-01-19 23:03:00,15,0,1,15,0,0,0,0,0,,,,,18,low,23,4
3213,photo,2018-01-19 01:06:00,15,4,0,15,0,0,0,0,0,,,,,23,low,1,4
3214,video,2018-01-18 22:59:00,135,1,1,134,1,0,0,0,0,,,,,140,medium,22,3
3215,video,2018-01-18 22:58:00,170,657,56,129,41,0,0,0,0,,,,,1652,high,22,3
3216,photo,2018-01-18 07:06:00,3,0,0,3,0,0,0,0,0,,,,,3,low,7,3
3217,photo,2018-01-17 08:03:00,13,0,0,13,0,0,0,0,0,,,,,13,low,8,2
3218,photo,2018-01-17 00:56:00,15,1,0,14,1,0,0,0,0,,,,,17,low,0,2
3219,video,2018-01-16 22:38:00,230,517,86,193,36,1,0,0,0,,,,,1522,high,22,1
3220,photo,2018-01-16 03:08:00,9,0,0,9,0,0,0,0,0,,,,,9,low,3,1
3221,video,2018-01-16 01:07:00,317,1354,169,254,55,3,3,1,1,,,,,3532,high,1,1
3222,photo,2018-01-15 21:32:00,233,60,6,225,8,0,0,0,0,,,,,371,high,21,0
3223,photo,2018-01-15 08:23:00,10,1,0,10,0,0,0,0,0,,,,,12,low,8,0
3224,photo,2018-01-15 03:53:00,9,0,0,9,0,0,0,0,0,,,,,9,low,3,0
3225,photo,2018-01-14 03:50:00,316,15,5,313,0,3,0,0,0,,,,,361,high,3,6
3226,photo,2018-01-14 03:12:00,8,1,0,8,0,0,0,0,0,,,,,10,low,3,6
3227,video,2018-01-14 01:27:00,418,1489,281,337,80,0,0,0,1,,,,,4239,high,1,6
3228,photo,2018-01-13 01:48:00,9,6,0,9,0,0,0,0,0,,,,,21,low,1,5
3229,video,2018-01-13 00:11:00,384,2297,607,326,51,4,2,0,1,,,,,6799,high,0,5
3230,photo,2018-01-12 22:25:00,10,0,0,10,0,0,0,0,0,,,,,10,low,22,4
3231,photo,2018-01-12 09:34:00,70,6,1,65,2,1,2,0,0,,,,,85,medium,9,4
3232,video,2018-01-12 04:50:00,60,0,0,60,0,0,0,0,0,,,,,60,medium,4,4
3233,video,2018-01-11 22:54:00,252,504,89,215,35,2,0,0,0,,,,,1527,high,22,3
3234,photo,2018-01-11 09:00:00,9,1,0,9,0,0,0,0,0,,,,,11,low,9,3
3235,photo,2018-01-11 04:37:00,10,0,0,10,0,0,0,0,0,,,,,10,low,4,3
3236,video,2018-01-11 03:14:00,278,583,72,223,53,2,0,0,0,,,,,1660,high,3,3
3237,photo,2018-01-10 22:14:00,15,4,2,15,0,0,0,0,0,,,,,29,low,22,2
3238,photo,2018-01-10 07:21:00,53,0,2,53,0,0,0,0,0,,,,,59,medium,7,2
3239,photo,2018-01-10 04:17:00,37,0,6,37,0,0,0,0,0,,,,,55,medium,4,2
3240,photo,2018-01-10 02:49:00,99,5,2,95,2,2,0,0,0,,,,,115,medium,2,2
3241,photo,2018-01-10 02:12:00,10,1,1,10,0,0,0,0,0,,,,,15,low,2,2
3242,video,2018-01-10 01:03:00,267,516,73,211,52,3,0,1,0,,,,,1518,high,1,2
3243,photo,2018-01-09 07:13:00,9,7,1,7,1,0,0,1,0,,,,,26,low,7,1
3244,photo,2018-01-09 00:39:00,17,0,1,17,0,0,0,0,0,,,,,20,low,0,1
3245,video,2018-01-08 22:59:00,384,1158,120,276,103,3,0,2,0,,,,,3060,high,22,0
3246,photo,2018-01-08 03:09:00,11,1,0,11,0,0,0,0,0,,,,,13,low,3,0
3247,video,2018-01-08 01:10:00,624,12003,856,516,94,4,8,2,0,,,,,27198,high,1,0
3248,photo,2018-01-07 22:03:00,154,3,15,150,3,1,0,0,0,,,,,205,medium,22,6
3249,photo,2018-01-07 07:58:00,21,2,0,21,0,0,0,0,0,,,,,25,low,7,6
3250,photo,2018-01-06 07:46:00,10,3,0,10,0,0,0,0,0,,,,,16,low,7,5
3251,video,2018-01-05 23:15:00,616,7130,734,528,81,3,2,2,0,,,,,17078,high,23,4
3252,photo,2018-01-05 22:49:00,414,35,11,406,2,6,0,0,0,,,,,517,high,22,4
3253,photo,2018-01-05 04:23:00,10,9,1,10,0,0,0,0,0,,,,,31,low,4,4
3254,video,2018-01-05 03:26:00,298,614,118,251,43,2,2,0,0,,,,,1880,high,3,4
3255,photo,2018-01-05 00:22:00,111,7,30,109,1,1,0,0,0,,,,,215,medium,0,4
3256,photo,2018-01-04 04:04:00,19,6,0,17,0,0,0,2,0,,,,,31,low,4,3
3257,video,2018-01-03 23:21:00,311,869,71,258,51,0,0,0,2,,,,,2262,high,23,2
3258,photo,2018-01-03 22:02:00,92,2,5,90,1,1,0,0,0,,,,,111,medium,22,2
3259,photo,2018-01-03 04:15:00,12,2,1,12,0,0,0,0,0,,,,,19,low,4,2
3260,photo,2018-01-03 01:14:00,18,3,0,18,0,0,0,0,0,,,,,24,low,1,2
3261,video,2018-01-02 22:52:00,317,1215,74,269,41,4,2,1,0,,,,,2969,high,22,1
3262,photo,2018-01-02 05:37:00,5,0,0,5,0,0,0,0,0,,,,,5,low,5,1
3263,photo,2018-01-02 00:15:00,7,0,0,7,0,0,0,0,0,,,,,7,low,0,1
3264,photo,2018-01-01 23:41:00,89,5,46,89,0,0,0,0,0,,,,,237,medium,23,0
3265,video,2018-01-01 01:39:00,296,869,58,252,39,2,2,1,0,,,,,2208,high,1,0
3266,photo,2017-12-31 22:15:00,45,2,0,45,0,0,0,0,0,,,,,49,medium,22,6
3267,photo,2017-12-31 05:45:00,15,0,1,15,0,0,0,0,0,,,,,18,low,5,6
3268,photo,2017-12-30 04:12:00,57,0,59,57,0,0,0,0,0,,,,,234,medium,4,5
3269,photo,2017-12-30 03:21:00,74,5,1,67,3,4,0,0,0,,,,,87,medium,3,5
3270,photo,2017-12-29 04:32:00,15,0,0,15,0,0,0,0,0,,,,,15,low,4,4
3271,photo,2017-12-28 22:53:00,63,1,36,62,1,0,0,0,0,,,,,173,medium,22,3
3272,photo,2017-12-28 05:57:00,23,0,0,23,0,0,0,0,0,,,,,23,low,5,3
3273,photo,2017-12-27 21:25:00,60,2,59,60,0,0,0,0,0,,,,,241,medium,21,2
3274,photo,2017-12-27 08:59:00,11,0,1,11,0,0,0,0,0,,,,,14,low,8,2
3275,photo,2017-12-27 06:37:00,105,2,2,102,0,3,0,0,0,,,,,115,medium,6,2
3276,photo,2017-12-27 06:29:00,35,1,2,35,0,0,0,0,0,,,,,43,medium,6,2
3277,photo,2017-12-27 06:25:00,25,0,1,25,0,0,0,0,0,,,,,28,low,6,2
3278,photo,2017-12-27 06:24:00,18,0,1,18,0,0,0,0,0,,,,,21,low,6,2
3279,photo,2017-12-27 06:21:00,18,2,1,18,0,0,0,0,0,,,,,25,low,6,2
3280,photo,2017-12-27 05:42:00,8,0,0,8,0,0,0,0,0,,,,,8,low,5,2
3281,link,2017-12-27 02:41:00,76,0,6,76,0,0,0,0,0,,,,,94,medium,2,2
3282,photo,2017-12-26 07:08:00,10,0,0,10,0,0,0,0,0,,,,,10,low,7,1
3283,photo,2017-12-26 02:18:00,44,0,18,44,0,0,0,0,0,,,,,98,medium,2,1
3284,photo,2017-12-25 04:52:00,82,4,19,82,0,0,0,0,0,,,,,147,medium,4,0
3285,photo,2017-12-25 03:12:00,33,6,1,33,0,0,0,0,0,,,,,48,medium,3,0
3286,photo,2017-12-24 23:11:00,114,1,0,112,1,1,0,0,0,,,,,116,medium,23,6
3287,photo,2017-12-24 22:58:00,219,7,2,212,6,1,0,0,0,,,,,239,medium,22,6
3288,photo,2017-12-24 06:23:00,16,8,0,12,1,0,0,3,0,,,,,32,low,6,6
3289,photo,2017-12-23 07:54:00,17,3,0,16,1,0,0,0,0,,,,,23,low,7,5
3290,photo,2017-12-23 01:12:00,54,6,1,52,0,2,0,0,0,,,,,69,medium,1,5
3291,photo,2017-12-22 23:56:00,6,3,0,6,0,0,0,0,0,,,,,12,low,23,4
3292,video,2017-12-22 22:35:00,194,551,92,162,32,0,0,0,0,,,,,1572,high,22,4
3293,photo,2017-12-22 09:16:00,21,10,0,16,3,0,0,1,1,,,,,41,medium,9,4
3294,photo,2017-12-22 04:30:00,637,50,3,578,38,21,0,0,0,,,,,746,high,4,4
3295,photo,2017-12-22 02:49:00,5,8,0,5,0,0,0,0,0,,,,,21,low,2,4
3296,video,2017-12-22 01:19:00,247,810,224,207,38,1,1,0,0,,,,,2539,high,1,4
3297,photo,2017-12-21 07:22:00,20,6,0,19,0,1,0,0,0,,,,,32,low,7,3
3298,video,2017-12-21 04:16:00,439,5006,698,340,91,3,2,2,1,,,,,12545,high,4,3
3299,photo,2017-12-21 03:34:00,65,8,2,62,3,0,0,0,0,,,,,87,medium,3,3
3300,photo,2017-12-21 03:27:00,76,0,6,75,1,0,0,0,0,,,,,94,medium,3,3
3301,video,2017-12-21 01:15:00,292,579,176,241,48,0,3,0,0,,,,,1978,high,1,3
3302,photo,2017-12-20 05:30:00,12,1,0,12,0,0,0,0,0,,,,,14,low,5,2
3303,status,2017-12-20 04:16:00,51,7,0,49,2,0,0,0,0,,,,,65,medium,4,2
3304,photo,2017-12-20 00:07:00,12,1,0,12,0,0,0,0,0,,,,,14,low,0,2
3305,video,2017-12-19 22:16:00,545,4741,482,455,81,1,5,2,1,,,,,11473,high,22,1
3306,photo,2017-12-19 07:59:00,356,50,3,345,10,1,0,0,0,,,,,465,high,7,1
3307,photo,2017-12-19 05:56:00,75,3,1,74,0,0,1,0,0,,,,,84,medium,5,1
3308,photo,2017-12-19 04:27:00,14,5,0,13,1,0,0,0,0,,,,,24,low,4,1
3309,photo,2017-12-19 00:21:00,51,1,0,51,0,0,0,0,0,,,,,53,medium,0,1
3310,link,2017-12-19 00:13:00,30,0,0,29,1,0,0,0,0,,,,,30,low,0,1
3311,photo,2017-12-18 04:30:00,11,1,1,11,0,0,0,0,0,,,,,16,low,4,0
3312,photo,2017-12-18 04:30:00,3,0,0,3,0,0,0,0,0,,,,,3,low,4,0
3313,photo,2017-12-17 09:30:00,10,0,0,10,0,0,0,0,0,,,,,10,low,9,6
3314,photo,2017-12-17 08:16:00,215,44,0,176,1,3,4,0,31,,,,,303,high,8,6
3315,photo,2017-12-17 01:51:00,5,2,0,5,0,0,0,0,0,,,,,9,low,1,6
3316,photo,2017-12-16 02:46:00,9,2,0,9,0,0,0,0,0,,,,,13,low,2,5
3317,photo,2017-12-16 01:59:00,63,8,2,63,0,0,0,0,0,,,,,85,medium,1,5
3318,photo,2017-12-16 01:36:00,17,3,1,17,0,0,0,0,0,,,,,26,low,1,5
3319,photo,2017-12-15 22:21:00,67,2,0,62,2,3,0,0,0,,,,,71,medium,22,4
3320,video,2017-12-15 22:00:00,17,0,0,17,0,0,0,0,0,,,,,17,low,22,4
3321,photo,2017-12-15 08:00:00,12,3,0,12,0,0,0,0,0,,,,,18,low,8,4
3322,photo,2017-12-15 06:42:00,12,0,0,12,0,0,0,0,0,,,,,12,low,6,4
3323,photo,2017-12-15 03:07:00,153,11,4,148,2,3,0,0,0,,,,,187,medium,3,4
3324,video,2017-12-14 06:53:00,360,1543,128,315,35,6,4,0,0,,,,,3830,high,6,3
3325,photo,2017-12-14 06:24:00,17,6,0,17,0,0,0,0,0,,,,,29,low,6,3
3326,photo,2017-12-14 02:45:00,11,2,0,11,0,0,0,0,0,,,,,15,low,2,3
3327,video,2017-12-14 00:43:00,352,4162,293,284,60,3,3,2,0,,,,,9555,high,0,3
3328,photo,2017-12-13 05:32:00,48,0,1,48,0,0,0,0,0,,,,,51,medium,5,2
3329,photo,2017-12-13 05:08:00,225,17,3,212,11,2,0,0,0,,,,,268,high,5,2
3330,photo,2017-12-13 05:00:00,4,7,1,4,0,0,0,0,0,,,,,21,low,5,2
3331,photo,2017-12-13 01:46:00,12,7,0,11,1,0,0,0,0,,,,,26,low,1,2
3332,video,2017-12-13 00:20:00,480,3175,458,395,82,2,1,0,0,,,,,8204,high,0,2
3333,photo,2017-12-12 23:43:00,183,14,1,179,4,0,0,0,0,,,,,214,medium,23,1
3334,photo,2017-12-12 09:37:00,117,12,6,114,2,1,0,0,0,,,,,159,medium,9,1
3335,video,2017-12-12 01:28:00,532,7783,498,444,81,1,3,3,0,,,,,17592,high,1,1
3336,photo,2017-12-12 01:14:00,11,0,8,11,0,0,0,0,0,,,,,35,medium,1,1
3337,photo,2017-12-11 20:58:00,10,1,0,10,0,0,0,0,0,,,,,12,low,20,0
3338,photo,2017-12-10 02:33:00,11,3,0,11,0,0,0,0,0,,,,,17,low,2,6
3339,video,2017-12-10 02:09:00,498,3882,287,393,98,1,3,3,0,,,,,9123,high,2,6
3340,photo,2017-12-09 22:02:00,44,0,1,44,0,0,0,0,0,,,,,47,medium,22,5
3341,photo,2017-12-09 21:44:00,45,4,1,44,1,0,0,0,0,,,,,56,medium,21,5
3342,photo,2017-12-09 10:22:00,96,5,1,92,3,1,0,0,0,,,,,109,medium,10,5
3343,photo,2017-12-09 04:38:00,21,0,0,20,1,0,0,0,0,,,,,21,low,4,5
3344,link,2017-12-09 02:25:00,144,3,16,144,0,0,0,0,0,,,,,198,medium,2,5
3345,video,2017-12-08 09:09:00,32,1,0,32,0,0,0,0,0,,,,,34,medium,9,4
3346,photo,2017-12-08 02:06:00,27,0,0,27,0,0,0,0,0,,,,,27,low,2,4
3347,link,2017-12-07 09:26:00,95,0,9,93,1,1,0,0,0,,,,,122,medium,9,3
3348,photo,2017-12-07 04:34:00,14,3,0,14,0,0,0,0,0,,,,,20,low,4,3
3349,video,2017-12-06 22:03:00,425,4761,297,318,95,0,8,4,0,,,,,10838,high,22,2
3350,photo,2017-12-06 12:05:00,4,0,1,4,0,0,0,0,0,,,,,7,low,12,2
3351,video,2017-12-05 21:31:00,483,4031,328,376,87,5,10,5,0,,,,,9529,high,21,1
3352,video,2017-12-05 08:34:00,456,3420,60,276,165,1,10,4,0,,,,,7476,high,8,1
3353,photo,2017-12-05 07:24:00,157,43,1,148,7,2,0,0,0,,,,,246,medium,7,1
3354,photo,2017-12-05 05:39:00,134,11,8,127,5,2,0,0,0,,,,,180,medium,5,1
3355,photo,2017-12-05 02:50:00,16,1,1,16,0,0,0,0,0,,,,,21,low,2,1
3356,video,2017-12-04 23:35:00,583,6151,118,424,119,5,9,23,3,,,,,13239,high,23,0
3357,photo,2017-12-04 10:08:00,395,205,2,376,11,8,0,0,0,,,,,811,high,10,0
3358,photo,2017-12-04 05:17:00,18,0,0,18,0,0,0,0,0,,,,,18,low,5,0
3359,video,2017-12-04 03:10:00,303,714,52,241,58,3,1,0,0,,,,,1887,high,3,0
3360,photo,2017-12-04 02:32:00,98,12,2,91,1,5,0,1,0,,,,,128,medium,2,0
3361,photo,2017-12-04 00:25:00,76,34,2,76,0,0,0,0,0,,,,,150,medium,0,0
3362,photo,2017-12-03 22:35:00,50,3,2,48,2,0,0,0,0,,,,,62,medium,22,6
3363,photo,2017-12-03 04:22:00,12,0,0,12,0,0,0,0,0,,,,,12,low,4,6
3364,photo,2017-12-03 04:16:00,6,0,0,6,0,0,0,0,0,,,,,6,low,4,6
3365,photo,2017-12-02 04:45:00,36,3,1,34,2,0,0,0,0,,,,,45,medium,4,5
3366,photo,2017-12-02 02:11:00,6,0,0,6,0,0,0,0,0,,,,,6,low,2,5
3367,photo,2017-12-01 23:29:00,166,17,2,164,2,0,0,0,0,,,,,206,medium,23,4
3368,photo,2017-12-01 20:21:00,96,3,1,96,0,0,0,0,0,,,,,105,medium,20,4
3369,photo,2017-12-01 08:11:00,12,1,1,12,0,0,0,0,0,,,,,17,low,8,4
3370,photo,2017-11-30 21:48:00,394,97,5,378,5,11,0,0,0,,,,,603,high,21,3
3371,photo,2017-11-30 04:08:00,13,0,1,13,0,0,0,0,0,,,,,16,low,4,3
3372,photo,2017-11-29 04:52:00,6,1,1,6,0,0,0,0,0,,,,,11,low,4,2
3373,status,2017-11-29 01:18:00,141,13,3,137,4,0,0,0,0,,,,,176,medium,1,2
3374,photo,2017-11-28 23:33:00,167,63,8,167,0,0,0,0,0,,,,,317,high,23,1
3375,photo,2017-11-28 12:26:00,40,2,2,39,0,1,0,0,0,,,,,50,medium,12,1
3376,photo,2017-11-28 11:57:00,10,0,1,10,0,0,0,0,0,,,,,13,low,11,1
3377,photo,2017-11-28 11:55:00,10,0,1,10,0,0,0,0,0,,,,,13,low,11,1
3378,photo,2017-11-28 11:52:00,30,3,2,30,0,0,0,0,0,,,,,42,medium,11,1
3379,photo,2017-11-28 04:25:00,7,0,1,7,0,0,0,0,0,,,,,10,low,4,1
3380,photo,2017-11-27 23:49:00,148,15,2,140,3,5,0,0,0,,,,,184,medium,23,0
3381,link,2017-11-27 23:39:00,10,0,0,10,0,0,0,0,0,,,,,10,low,23,0
3382,photo,2017-11-27 21:05:00,83,0,3,78,4,1,0,0,0,,,,,92,medium,21,0
3383,video,2017-11-27 04:48:00,245,351,41,194,42,0,3,5,1,,,,,1070,high,4,0
3384,photo,2017-11-27 02:00:00,249,7,3,241,5,2,1,0,0,,,,,272,high,2,0
3385,photo,2017-11-27 01:00:00,11,0,1,11,0,0,0,0,0,,,,,14,low,1,0
3386,video,2017-11-26 02:59:00,265,708,33,190,70,1,4,0,0,,,,,1780,high,2,6
3387,photo,2017-11-26 02:13:00,3,0,1,3,0,0,0,0,0,,,,,6,low,2,6
3388,photo,2017-11-26 02:12:00,90,26,1,86,2,2,0,0,0,,,,,145,medium,2,6
3389,status,2017-11-26 00:44:00,124,24,1,119,4,0,0,1,0,,,,,175,medium,0,6
3390,video,2017-11-24 23:53:00,326,970,63,260,62,2,2,0,0,,,,,2455,high,23,4
3391,link,2017-11-24 23:34:00,10,0,7,9,1,0,0,0,0,,,,,31,low,23,4
3392,photo,2017-11-24 22:11:00,234,9,23,214,12,1,7,0,0,,,,,321,high,22,4
3393,video,2017-11-24 00:58:00,274,605,45,213,53,2,4,2,0,,,,,1619,high,0,4
3394,photo,2017-11-23 22:58:00,151,19,2,147,2,2,0,0,0,,,,,195,medium,22,3
3395,photo,2017-11-23 05:05:00,8,2,1,8,0,0,0,0,0,,,,,15,low,5,3
3396,photo,2017-11-23 04:03:00,46,3,6,40,0,5,0,0,1,,,,,70,medium,4,3
3397,photo,2017-11-23 03:49:00,42,2,1,41,1,0,0,0,0,,,,,49,medium,3,3
3398,photo,2017-11-23 01:25:00,76,5,1,74,1,1,0,0,0,,,,,89,medium,1,3
3399,photo,2017-11-23 01:24:00,28,6,1,27,0,1,0,0,0,,,,,43,medium,1,3
3400,video,2017-11-22 21:43:00,299,955,88,235,59,1,4,0,0,,,,,2473,high,21,2
3401,photo,2017-11-22 21:02:00,91,12,1,87,3,1,0,0,0,,,,,118,medium,21,2
3402,photo,2017-11-22 05:21:00,12,3,1,9,2,0,0,1,0,,,,,21,low,5,2
3403,video,2017-11-22 00:44:00,206,438,96,174,31,1,0,0,0,,,,,1370,high,0,2
3404,photo,2017-11-21 23:22:00,40,2,0,40,0,0,0,0,0,,,,,44,medium,23,1
3405,link,2017-11-21 04:00:00,334,0,20,333,1,0,0,0,0,,,,,394,high,4,1
3406,photo,2017-11-21 03:05:00,11,0,1,10,1,0,0,0,0,,,,,14,low,3,1
3407,link,2017-11-21 00:53:00,57,0,10,57,0,0,0,0,0,,,,,87,medium,0,1
3408,video,2017-11-20 22:08:00,259,799,85,190,67,1,1,0,0,,,,,2112,high,22,0
3409,photo,2017-11-20 03:18:00,6,0,0,6,0,0,0,0,0,,,,,6,low,3,0
3410,video,2017-11-20 00:58:00,300,965,72,234,64,0,2,0,0,,,,,2446,high,0,0
3411,photo,2017-11-20 00:00:00,120,37,2,118,2,0,0,0,0,,,,,200,medium,0,0
3412,photo,2017-11-19 23:16:00,46,3,1,46,0,0,0,0,0,,,,,55,medium,23,6
3413,photo,2017-11-19 23:11:00,18,1,0,18,0,0,0,0,0,,,,,20,low,23,6
3414,photo,2017-11-19 23:07:00,18,3,2,18,0,0,0,0,0,,,,,30,low,23,6
3415,photo,2017-11-19 23:04:00,36,3,2,36,0,0,0,0,0,,,,,48,medium,23,6
3416,photo,2017-11-19 23:01:00,11,0,2,11,0,0,0,0,0,,,,,17,low,23,6
3417,photo,2017-11-19 22:58:00,25,0,1,25,0,0,0,0,0,,,,,28,low,22,6
3418,photo,2017-11-19 22:53:00,8,2,2,8,0,0,0,0,0,,,,,18,low,22,6
3419,photo,2017-11-19 22:49:00,17,0,1,17,0,0,0,0,0,,,,,20,low,22,6
3420,photo,2017-11-19 22:47:00,8,0,0,8,0,0,0,0,0,,,,,8,low,22,6
3421,photo,2017-11-19 22:41:00,14,0,1,14,0,0,0,0,0,,,,,17,low,22,6
3422,photo,2017-11-19 22:39:00,11,0,1,11,0,0,0,0,0,,,,,14,low,22,6
3423,photo,2017-11-19 22:35:00,10,0,1,10,0,0,0,0,0,,,,,13,low,22,6
3424,photo,2017-11-19 22:32:00,16,0,0,16,0,0,0,0,0,,,,,16,low,22,6
3425,photo,2017-11-19 03:27:00,47,1,0,45,2,0,0,0,0,,,,,49,medium,3,6
3426,photo,2017-11-19 02:22:00,72,4,8,71,1,0,0,0,0,,,,,104,medium,2,6
3427,video,2017-11-18 23:59:00,230,622,81,193,35,1,1,0,0,,,,,1717,high,23,5
3428,photo,2017-11-18 23:50:00,8,1,0,8,0,0,0,0,0,,,,,10,low,23,5
3429,video,2017-11-18 04:01:00,231,939,117,191,38,0,0,2,0,,,,,2460,high,4,5
3430,photo,2017-11-18 03:11:00,103,23,0,100,3,0,0,0,0,,,,,149,medium,3,5
3431,photo,2017-11-18 01:15:00,5,2,0,5,0,0,0,0,0,,,,,9,low,1,5
3432,photo,2017-11-18 01:09:00,21,4,0,21,0,0,0,0,0,,,,,29,low,1,5
3433,photo,2017-11-17 03:23:00,5,0,0,5,0,0,0,0,0,,,,,5,low,3,4
3434,video,2017-11-16 23:41:00,276,744,75,217,55,0,3,1,0,,,,,1989,high,23,3
3435,photo,2017-11-16 08:46:00,18,1,0,17,1,0,0,0,0,,,,,20,low,8,3
3436,photo,2017-11-16 06:44:00,54,0,2,53,1,0,0,0,0,,,,,60,medium,6,3
3437,photo,2017-11-16 04:14:00,5,2,0,5,0,0,0,0,0,,,,,9,low,4,3
3438,video,2017-11-16 01:01:00,301,1154,121,242,54,2,3,0,0,,,,,2972,high,1,3
3439,photo,2017-11-15 22:41:00,65,0,0,63,2,0,0,0,0,,,,,65,medium,22,2
3440,photo,2017-11-15 21:12:00,196,63,2,189,7,0,0,0,0,,,,,328,high,21,2
3441,photo,2017-11-15 00:21:00,6,0,0,6,0,0,0,0,0,,,,,6,low,0,2
3442,photo,2017-11-14 02:46:00,8,0,0,8,0,0,0,0,0,,,,,8,low,2,1
3443,video,2017-11-14 00:11:00,221,290,66,174,45,1,1,0,0,,,,,999,high,0,1
3444,photo,2017-11-13 11:37:00,4,0,0,4,0,0,0,0,0,,,,,4,low,11,0
3445,photo,2017-11-13 08:50:00,118,13,4,110,7,1,0,0,0,,,,,156,medium,8,0
3446,video,2017-11-12 23:26:00,279,1034,95,216,61,0,1,0,1,,,,,2632,high,23,6
3447,photo,2017-11-12 22:48:00,136,27,4,132,3,1,0,0,0,,,,,202,medium,22,6
3448,photo,2017-11-12 04:59:00,97,1,67,94,0,3,0,0,0,,,,,300,high,4,6
3449,photo,2017-11-12 01:22:00,10,0,0,10,0,0,0,0,0,,,,,10,low,1,6
3450,photo,2017-11-11 02:28:00,8,1,0,8,0,0,0,0,0,,,,,10,low,2,5
3451,photo,2017-11-10 07:28:00,72,4,3,72,0,0,0,0,0,,,,,89,medium,7,4
3452,photo,2017-11-10 00:13:00,5,1,0,5,0,0,0,0,0,,,,,7,low,0,4
3453,video,2017-11-09 01:44:00,347,2025,200,284,58,0,4,0,1,,,,,4997,high,1,3
3454,photo,2017-11-09 00:39:00,7,0,2,7,0,0,0,0,0,,,,,13,low,0,3
3455,photo,2017-11-08 22:22:00,113,45,2,110,1,1,0,1,0,,,,,209,medium,22,2
3456,photo,2017-11-08 08:08:00,37,2,3,35,1,1,0,0,0,,,,,50,medium,8,2
3457,photo,2017-11-08 08:04:00,17,0,1,15,1,1,0,0,0,,,,,20,low,8,2
3458,photo,2017-11-08 04:11:00,6,0,1,6,0,0,0,0,0,,,,,9,low,4,2
3459,photo,2017-11-08 00:57:00,61,11,0,58,1,2,0,0,0,,,,,83,medium,0,2
3460,link,2017-11-07 09:09:00,50,0,3,48,1,1,0,0,0,,,,,59,medium,9,1
3461,photo,2017-11-07 04:16:00,25,7,0,25,0,0,0,0,0,,,,,39,medium,4,1
3462,photo,2017-11-07 02:11:00,6,4,0,6,0,0,0,0,0,,,,,14,low,2,1
3463,video,2017-11-07 01:24:00,265,637,63,218,46,0,0,1,0,,,,,1728,high,1,1
3464,photo,2017-11-07 00:02:00,419,233,6,403,6,10,0,0,0,,,,,903,high,0,1
3465,photo,2017-11-06 07:54:00,66,5,1,65,1,0,0,0,0,,,,,79,medium,7,0
3466,photo,2017-11-06 07:46:00,12,2,0,12,0,0,0,0,0,,,,,16,low,7,0
3467,photo,2017-11-05 23:27:00,4,1,0,4,0,0,0,0,0,,,,,6,low,23,6
3468,photo,2017-11-05 09:03:00,57,5,1,56,1,0,0,0,0,,,,,70,medium,9,6
3469,photo,2017-11-05 09:02:00,46,5,0,45,0,1,0,0,0,,,,,56,medium,9,6
3470,photo,2017-11-05 02:39:00,7,1,0,6,1,0,0,0,0,,,,,9,low,2,6
3471,video,2017-11-05 01:09:00,264,1044,51,224,36,2,2,0,0,,,,,2505,high,1,6
3472,photo,2017-11-04 04:20:00,8,1,0,8,0,0,0,0,0,,,,,10,low,4,5
3473,photo,2017-11-03 22:46:00,38,6,0,38,0,0,0,0,0,,,,,50,medium,22,4
3474,photo,2017-11-03 20:55:00,186,3,0,179,4,3,0,0,0,,,,,192,medium,20,4
3475,video,2017-11-03 05:26:00,235,593,45,196,36,3,0,0,0,,,,,1556,high,5,4
3476,status,2017-11-03 05:08:00,50,6,0,48,2,0,0,0,0,,,,,62,medium,5,4
3477,photo,2017-11-03 02:48:00,5,0,0,5,0,0,0,0,0,,,,,5,low,2,4
3478,photo,2017-11-03 01:17:00,70,2,1,66,3,1,0,0,0,,,,,77,medium,1,4
3479,photo,2017-11-02 05:06:00,168,40,2,162,5,1,0,0,0,,,,,254,high,5,3
3480,photo,2017-11-02 04:58:00,29,0,1,28,1,0,0,0,0,,,,,32,low,4,3
3481,photo,2017-11-02 04:55:00,28,4,1,28,0,0,0,0,0,,,,,39,medium,4,3
3482,photo,2017-11-02 01:42:00,9,0,0,9,0,0,0,0,0,,,,,9,low,1,3
3483,photo,2017-11-01 21:39:00,82,3,0,81,1,0,0,0,0,,,,,88,medium,21,2
3484,photo,2017-11-01 09:32:00,175,7,1,167,4,4,0,0,0,,,,,192,medium,9,2
3485,photo,2017-11-01 01:31:00,13,3,1,12,0,0,0,1,0,,,,,22,low,1,2
3486,video,2017-11-01 01:25:00,329,1372,69,239,82,2,5,1,0,,,,,3280,high,1,2
3487,photo,2017-10-31 22:31:00,169,16,1,163,3,3,0,0,0,,,,,204,medium,22,1
3488,photo,2017-10-31 06:16:00,200,6,0,187,8,4,1,0,0,,,,,212,medium,6,1
